gene_id	WT1	WT2	WT3	Mutant1	Mutant2	Mutant3
CDIFF6300_018170	37722	66915	113936	81938	61052	42375
CDIFF6300_018180	81	182	305	342	273	202
CDIFF6300_018190	338	589	1065	878	593	451
CDIFF6300_018200	1	7	10	10	8	8
CDIFF6300_018210	0	2	4	9	8	3
CDIFF6300_018220	7	18	31	43	37	22
CDIFF6300_018230	6	8	19	34	36	16
CDIFF6300_018240	0	5	10	16	16	9
CDIFF6300_018250	31	26	48	19	9	6
CDIFF6300_018260	22	31	60	43	26	29
CDIFF6300_018270	128	299	530	339	284	183
CDIFF6300_018280	474	727	1244	1323	1141	955
CDIFF6300_018290	1943	2477	5804	3246	2391	1924
CDIFF6300_018300	353	651	1026	934	708	624
CDIFF6300_018310	12496	21842	36344	30323	21812	15435
CDIFF6300_018320	342	770	1196	1371	874	682
CDIFF6300_018330	3217	5225	9854	6534	4541	2636
CDIFF6300_018340	65	142	232	294	215	116
CDIFF6300_018350	53	114	179	222	149	78
CDIFF6300_018360	243	549	864	874	629	326
CDIFF6300_018370	63	173	308	349	267	95
CDIFF6300_018380	14	29	63	81	63	33
CDIFF6300_018390	643	1244	2241	1339	1105	747
CDIFF6300_018400	123	426	650	683	506	404
CDIFF6300_018410	10	24	38	20	32	25
CDIFF6300_018420	10	38	36	22	19	28
CDIFF6300_018430	66	128	180	48	93	106
CDIFF6300_018440	245	429	667	241	231	272
CDIFF6300_018450	2	4	22	30	33	24
CDIFF6300_018460	465	935	1590	1250	1057	613
CDIFF6300_018470	153	479	676	587	423	195
CDIFF6300_018480	80	306	429	385	236	109
CDIFF6300_018490	558	1503	2583	2125	1571	885
CDIFF6300_018510	1	1	3	6	4	1
CDIFF6300_018520	5053	7090	9354	4313	3633	2732
CDIFF6300_018530	9484	13357	18613	8747	8177	5334
CDIFF6300_018540	120	228	376	374	319	264
CDIFF6300_018550	21	60	142	358	277	117
CDIFF6300_018560	1	2	3	2	3	3
CDIFF6300_018570	125	213	349	155	131	82
CDIFF6300_018580	18	55	76	51	40	30
CDIFF6300_018590	213	572	910	748	562	235
CDIFF6300_018600	0	0	0	0	0	0
CDIFF6300_018610	1	5	11	26	5	2
CDIFF6300_018620	6	4	11	29	16	6
CDIFF6300_018630	336	544	962	636	508	352
CDIFF6300_018640	1	3	15	4	4	2
CDIFF6300_018650	38	105	151	220	159	66
CDIFF6300_018660	11563	22797	41302	33238	21697	13129
CDIFF6300_018670	2	2	5	3	2	3
CDIFF6300_018680	2	4	7	7	3	2
CDIFF6300_018690	2	2	13	13	7	3
CDIFF6300_018700	3	10	12	16	21	8
CDIFF6300_018710	7	7	3	19	12	14
CDIFF6300_018720	2	13	8	13	15	7
CDIFF6300_018730	1	0	0	3	0	0
CDIFF6300_018740	129	201	453	398	331	140
CDIFF6300_018750	10	10	40	88	87	26
CDIFF6300_018760	39	46	133	80	48	16
CDIFF6300_018770	23	32	62	9	8	6
CDIFF6300_018780	8	4	10	3	3	6
CDIFF6300_018790	0	0	0	0	0	0
CDIFF6300_018800	41	72	112	76	64	47
CDIFF6300_018810	34	56	100	60	62	42
CDIFF6300_018820	24	55	74	96	72	45
CDIFF6300_018830	704	1418	1885	1298	1102	735
CDIFF6300_018840	831	1519	2025	1276	1184	618
CDIFF6300_018850	642	1470	2024	1353	1005	665
CDIFF6300_018860	2	9	6	20	13	5
CDIFF6300_018870	4	17	20	64	40	30
CDIFF6300_018880	30	60	115	171	130	89
CDIFF6300_018890	63	104	181	186	158	99
CDIFF6300_018900	135	260	397	421	313	280
CDIFF6300_018910	2248	3967	7512	7690	6357	3224
CDIFF6300_018920	9302	18119	36530	29631	22602	8490
CDIFF6300_018930	45	60	100	136	112	106
CDIFF6300_018940	134	177	445	381	360	296
CDIFF6300_018950	221	442	784	866	616	473
CDIFF6300_018960	473	904	1270	1047	834	545
CDIFF6300_018970	1135	2539	4967	4191	3243	1342
CDIFF6300_018980	308	3324	3203	5974	3405	1189
CDIFF6300_018990	663	5829	5187	9232	5432	2619
CDIFF6300_019000	278	1988	1931	3126	1802	1099
CDIFF6300_019010	566	2986	3059	5036	3228	1558
CDIFF6300_019020	264	376	715	382	263	168
CDIFF6300_019030	18	80	106	124	87	39
CDIFF6300_019040	0	2	9	6	3	7
CDIFF6300_019050	1	3	13	5	9	3
CDIFF6300_019060	6	15	27	12	13	9
CDIFF6300_019070	7	13	37	12	14	10
CDIFF6300_019080	0	3	4	8	1	4
CDIFF6300_019090	28	22	51	24	22	5
CDIFF6300_019100	26	64	125	147	96	49
CDIFF6300_019110	22	32	66	88	70	40
CDIFF6300_019120	8	15	31	52	35	21
CDIFF6300_019130	6846	6935	22806	11746	9863	5836
CDIFF6300_019140	104	144	267	154	139	102
CDIFF6300_019150	86	212	326	308	176	122
CDIFF6300_019160	13	51	96	155	100	80
CDIFF6300_019170	15	37	81	145	102	60
CDIFF6300_019180	1	2	5	19	21	14
CDIFF6300_019190	138	419	571	630	393	219
CDIFF6300_019200	400	1142	1600	1166	817	423
CDIFF6300_019210	1690	3655	7766	6637	5383	1827
CDIFF6300_019220	0	0	0	0	0	0
CDIFF6300_019230	12	27	44	59	36	37
CDIFF6300_019240	0	3	8	11	10	7
CDIFF6300_019250	42	77	162	171	161	56
CDIFF6300_019260	34	38	98	44	50	17
CDIFF6300_019270	16	36	67	46	25	17
CDIFF6300_019280	10	8	49	69	49	16
CDIFF6300_019290	33	49	130	236	294	241
CDIFF6300_019300	55	111	200	301	313	219
CDIFF6300_019310	0	0	6	9	3	2
CDIFF6300_019320	134	295	556	250	148	108
CDIFF6300_019330	0	0	0	0	0	0
CDIFF6300_019340	172	148	412	644	661	350
CDIFF6300_019350	1413	2815	7145	5353	3417	1436
CDIFF6300_019360	39	85	161	113	44	23
CDIFF6300_019370	118	222	368	292	176	132
CDIFF6300_019380	269	475	752	610	479	307
CDIFF6300_019390	111	220	362	308	214	145
CDIFF6300_019400	29	47	96	55	53	15
CDIFF6300_019410	12	28	43	65	54	24
CDIFF6300_019420	68	131	196	188	160	91
CDIFF6300_019430	35	73	169	214	184	113
CDIFF6300_019440	105	246	493	495	321	206
CDIFF6300_019450	159	235	388	827	688	362
CDIFF6300_019460	139	145	300	387	271	177
CDIFF6300_019470	0	0	0	0	3	4
CDIFF6300_019480	5	11	28	17	12	13
CDIFF6300_019490	4	21	32	29	23	13
CDIFF6300_019500	4	11	23	49	35	7
CDIFF6300_019510	4570	4394	12857	13577	15719	5322
CDIFF6300_019520	9	14	28	12	15	6
CDIFF6300_019530	34	63	93	92	52	50
CDIFF6300_019540	31	82	121	91	70	45
CDIFF6300_019550	928	2007	3333	2467	2000	1551
CDIFF6300_019560	1150	2569	4202	2930	2466	2315
CDIFF6300_019570	3307	5800	8613	5828	4544	3303
CDIFF6300_019580	3952	9006	21544	22493	13991	3281
CDIFF6300_019590	3	6	23	35	30	8
CDIFF6300_019600	4	16	19	30	20	16
CDIFF6300_019610	2	15	17	24	10	7
CDIFF6300_019620	7	33	41	35	16	15
CDIFF6300_019630	10	9	15	22	20	10
CDIFF6300_019640	8	9	36	35	28	24
CDIFF6300_019650	0	1	13	19	12	10
CDIFF6300_019660	13	44	83	100	71	27
CDIFF6300_019670	95	268	366	292	209	95
CDIFF6300_019680	23	63	118	99	60	36
CDIFF6300_019690	9	16	25	27	30	21
CDIFF6300_019700	101	204	313	261	179	130
CDIFF6300_019710	224	447	881	1442	1314	959
CDIFF6300_019720	1	0	6	7	6	0
CDIFF6300_019730	348	825	1184	1050	694	520
CDIFF6300_019740	478	1242	1828	1566	1181	708
CDIFF6300_019750	11	25	46	33	26	14
CDIFF6300_019760	115	213	474	354	259	105
CDIFF6300_019770	0	1	6	12	6	2
CDIFF6300_019780	4272	11564	18397	22223	16051	6737
CDIFF6300_019790	1081	2137	3661	3020	2460	1782
CDIFF6300_019800	29	63	56	82	55	29
CDIFF6300_019810	371	690	1529	1269	882	604
CDIFF6300_019820	10	26	74	98	67	39
CDIFF6300_019830	32	66	122	114	90	47
CDIFF6300_019840	266	496	845	954	793	641
CDIFF6300_019850	177	302	427	368	285	243
CDIFF6300_019860	275	465	904	576	396	317
CDIFF6300_019870	200	262	854	1653	1368	654
CDIFF6300_019880	10	13	28	42	40	36
CDIFF6300_019890	15	27	43	78	67	32
CDIFF6300_019900	248	505	747	818	594	321
CDIFF6300_019910	422	866	1302	1226	967	652
CDIFF6300_019920	484	891	1413	1125	760	624
CDIFF6300_019930	361	850	1300	1490	1061	894
CDIFF6300_019940	237	501	787	718	523	433
CDIFF6300_019950	569	1057	1751	892	591	269
CDIFF6300_019960	22	19	40	26	25	23
CDIFF6300_019970	46	79	134	108	79	65
CDIFF6300_019980	0	3	7	2	0	0
CDIFF6300_019990	4	4	3	6	0	4
CDIFF6300_020000	14	69	99	182	55	54
CDIFF6300_020010	10	35	46	90	82	69
CDIFF6300_020020	531	1100	2241	1872	1560	862
CDIFF6300_020030	14	15	14	13	25	9
CDIFF6300_020040	1	0	2	5	3	3
CDIFF6300_020050	1	1	7	8	4	3
CDIFF6300_020060	5151	11546	20310	14061	6866	5274
CDIFF6300_020070	9233	21267	37141	21798	11051	8065
CDIFF6300_020080	146	297	613	812	796	579
CDIFF6300_020090	403	669	1398	1069	727	452
CDIFF6300_020100	20	76	122	243	155	102
CDIFF6300_020110	206	308	635	564	505	335
CDIFF6300_020120	162	264	489	384	355	357
CDIFF6300_020130	257	516	822	837	661	653
CDIFF6300_020140	1196	2186	3517	2416	2013	1317
CDIFF6300_020150	1	2	3	6	4	2
CDIFF6300_020160	16	13	46	40	24	10
CDIFF6300_020170	85	211	573	631	520	304
CDIFF6300_020180	32	57	116	134	89	45
CDIFF6300_020190	75	155	231	230	167	101
CDIFF6300_020200	68	143	313	377	252	134
CDIFF6300_020210	0	3	2	5	1	0
CDIFF6300_020220	6	12	45	59	37	14
CDIFF6300_020230	1	5	7	18	11	5
CDIFF6300_020240	27	68	102	131	72	40
CDIFF6300_020250	64	198	284	421	250	153
CDIFF6300_020260	79	207	289	442	363	188
CDIFF6300_020270	94	227	303	360	277	144
CDIFF6300_020280	508	989	2076	1646	1250	623
CDIFF6300_020290	47	69	161	110	90	25
CDIFF6300_020300	748	1047	2679	2247	1928	730
CDIFF6300_020310	0	0	0	0	0	0
CDIFF6300_020320	312	701	1607	1929	1773	776
CDIFF6300_020330	133	380	855	1120	695	411
CDIFF6300_020340	393	769	1626	1938	1434	1229
CDIFF6300_020350	394	573	1072	602	435	399
CDIFF6300_020360	368	613	1071	567	494	344
CDIFF6300_020370	7	3	25	92	67	66
CDIFF6300_020380	2233	3184	6389	4390	2987	1974
CDIFF6300_020390	33	66	136	202	188	127
CDIFF6300_020400	42	92	170	201	167	98
CDIFF6300_020410	2	7	30	34	25	10
CDIFF6300_020420	43	66	217	243	161	102
CDIFF6300_020430	807	1149	2260	1015	918	785
CDIFF6300_020440	259	429	637	338	297	268
CDIFF6300_020450	331	511	846	498	422	366
CDIFF6300_020460	157	216	317	244	184	153
CDIFF6300_020470	102	159	247	229	162	130
CDIFF6300_020480	71	104	183	150	116	69
CDIFF6300_020490	5	21	28	40	32	15
CDIFF6300_020500	2	7	25	23	21	5
CDIFF6300_020510	10	31	48	85	65	53
CDIFF6300_020520	110	316	641	794	577	501
CDIFF6300_020530	95	226	372	326	269	217
CDIFF6300_020540	1	0	2	1	1	2
CDIFF6300_020550	2456	3040	6519	2842	2169	1375
CDIFF6300_020560	0	0	0	0	0	0
CDIFF6300_020570	0	0	0	0	0	0
CDIFF6300_020580	0	0	0	0	0	0
CDIFF6300_020590	0	0	0	0	0	0
CDIFF6300_020600	0	0	0	0	0	0
CDIFF6300_020610	0	0	0	0	0	0
CDIFF6300_020620	0	0	0	0	0	0
CDIFF6300_020630	0	0	0	0	0	0
CDIFF6300_020640	0	0	0	0	0	0
CDIFF6300_020650	0	0	0	0	0	0
CDIFF6300_020660	0	0	0	0	0	0
CDIFF6300_020670	0	0	0	0	0	0
CDIFF6300_020680	0	0	0	0	0	0
CDIFF6300_020690	0	0	0	0	0	0
CDIFF6300_020700	0	0	0	0	0	0
CDIFF6300_020710	0	0	0	0	0	0
CDIFF6300_020720	0	0	0	0	0	0
CDIFF6300_020730	0	0	0	0	0	0
CDIFF6300_020740	0	0	0	0	0	0
CDIFF6300_020750	0	0	0	0	0	0
CDIFF6300_020760	0	0	0	0	0	0
CDIFF6300_020770	0	0	0	0	0	0
CDIFF6300_020780	0	0	0	0	0	0
CDIFF6300_020790	0	0	0	0	0	0
CDIFF6300_020800	0	0	0	0	0	0
CDIFF6300_020810	0	0	0	0	0	0
CDIFF6300_020820	0	0	0	0	0	0
CDIFF6300_020830	0	0	0	0	0	0
CDIFF6300_020840	0	0	0	0	0	0
CDIFF6300_020850	0	0	0	0	0	0
CDIFF6300_020860	0	0	0	0	0	0
CDIFF6300_020870	0	0	0	0	0	0
CDIFF6300_020880	0	0	0	0	0	0
CDIFF6300_020890	0	0	0	0	0	0
CDIFF6300_020900	0	0	0	0	0	0
CDIFF6300_020910	0	0	0	0	0	0
CDIFF6300_020920	0	0	0	0	0	0
CDIFF6300_020930	0	0	0	0	0	0
CDIFF6300_020940	0	0	0	0	0	0
CDIFF6300_020950	0	0	0	0	0	0
CDIFF6300_020960	49	61	204	154	116	48
CDIFF6300_020970	41	29	92	68	57	35
CDIFF6300_020980	0	0	0	0	0	0
CDIFF6300_020990	0	0	0	0	0	0
CDIFF6300_021000	0	0	0	0	0	0
CDIFF6300_021010	0	0	0	0	0	0
CDIFF6300_021020	0	0	0	0	0	0
CDIFF6300_021030	0	0	0	0	0	0
CDIFF6300_021040	0	0	0	0	0	0
CDIFF6300_021050	0	0	0	0	0	0
CDIFF6300_021060	0	0	0	0	0	0
CDIFF6300_021070	85	138	366	370	321	145
CDIFF6300_021080	154	202	587	810	698	416
CDIFF6300_021090	7	7	12	60	37	19
CDIFF6300_021100	131	448	828	1512	1282	778
CDIFF6300_021110	45	227	441	614	365	187
CDIFF6300_021120	194	363	639	399	378	240
CDIFF6300_021130	311	479	951	1030	921	601
CDIFF6300_021140	16	17	43	66	48	37
CDIFF6300_021150	36	36	103	203	196	198
CDIFF6300_021160	6	12	25	17	16	10
CDIFF6300_021170	2	2	11	22	12	10
CDIFF6300_021180	8	17	20	52	48	34
CDIFF6300_021190	0	1	7	1	3	0
CDIFF6300_021200	258	445	636	384	259	92
CDIFF6300_021210	0	0	0	0	0	0
CDIFF6300_021220	0	0	0	0	0	0
CDIFF6300_021230	0	0	0	0	0	0
CDIFF6300_021240	0	0	0	0	0	0
CDIFF6300_021250	0	0	0	0	0	0
CDIFF6300_021260	0	0	0	0	0	0
CDIFF6300_021270	0	0	0	0	0	0
CDIFF6300_021280	0	0	0	0	0	0
CDIFF6300_021290	0	0	0	0	0	0
CDIFF6300_021300	0	0	0	0	0	0
CDIFF6300_021310	0	0	0	0	0	0
CDIFF6300_021320	0	0	0	0	0	0
CDIFF6300_021330	0	0	0	0	0	0
CDIFF6300_021340	0	0	0	0	0	0
CDIFF6300_021350	0	0	0	0	0	0
CDIFF6300_021360	0	0	0	0	0	0
CDIFF6300_021370	0	0	0	0	0	0
CDIFF6300_021380	0	0	0	0	0	0
CDIFF6300_021390	0	0	0	0	0	0
CDIFF6300_021400	0	0	0	0	0	0
CDIFF6300_021410	0	0	0	0	0	0
CDIFF6300_021420	0	0	0	0	0	0
CDIFF6300_021430	10	18	22	15	9	6
CDIFF6300_021440	9	11	30	27	16	13
CDIFF6300_021450	35	81	155	154	115	32
CDIFF6300_021460	594	1330	2669	3418	3016	1487
CDIFF6300_021470	80	213	425	348	263	178
CDIFF6300_021480	19	76	129	168	129	77
CDIFF6300_021490	68	161	296	380	304	208
CDIFF6300_021500	2162	3627	7799	10073	8143	4767
CDIFF6300_021510	1684	3871	5678	6429	4536	2843
CDIFF6300_021520	634	1557	2435	4028	2827	1821
CDIFF6300_021530	1029	2842	4038	6139	4358	2517
CDIFF6300_021540	330	1032	1545	2638	1896	935
CDIFF6300_021550	128	183	344	92	65	20
CDIFF6300_021560	0	0	1	8	5	1
CDIFF6300_021570	24	36	105	78	66	37
CDIFF6300_021580	6	27	43	77	60	23
CDIFF6300_021590	594	841	2421	2383	2032	785
CDIFF6300_021600	42	96	171	182	154	73
CDIFF6300_021610	14	26	65	49	32	19
CDIFF6300_021620	2	11	12	16	9	4
CDIFF6300_021630	2	2	9	5	2	6
CDIFF6300_021640	2	12	26	8	11	4
CDIFF6300_021650	6	18	30	26	18	4
CDIFF6300_021660	0	0	0	0	0	0
CDIFF6300_021670	145	239	513	308	277	92
CDIFF6300_021680	5	7	26	42	32	20
CDIFF6300_021690	4	10	23	30	22	12
CDIFF6300_021700	409	1034	2591	2261	1679	507
CDIFF6300_021710	11	36	59	65	58	38
CDIFF6300_021720	3	8	19	26	20	19
CDIFF6300_021730	8	9	18	30	36	21
CDIFF6300_021740	0	7	3	23	17	6
CDIFF6300_021750	82	176	380	390	334	162
CDIFF6300_021760	1	7	10	11	8	8
CDIFF6300_021770	8	16	18	16	22	15
CDIFF6300_021780	23	45	57	42	40	23
CDIFF6300_021790	16	34	55	40	24	15
CDIFF6300_021800	198	347	793	677	537	271
CDIFF6300_021810	43	60	133	138	117	88
CDIFF6300_021820	43	90	182	112	100	73
CDIFF6300_021830	35	72	101	46	35	21
CDIFF6300_021840	495	750	1499	1010	718	682
CDIFF6300_021850	100	320	511	887	685	586
CDIFF6300_021860	80	197	342	467	340	338
CDIFF6300_021870	391	703	1430	1093	813	689
CDIFF6300_021880	74	149	270	158	146	84
CDIFF6300_021890	3181	5689	8927	4744	3458	2042
CDIFF6300_021900	856	1788	2746	2073	1424	810
CDIFF6300_021910	95	164	414	528	333	166
CDIFF6300_021920	66	213	328	638	445	342
CDIFF6300_021930	190	354	604	1108	875	595
CDIFF6300_021940	486	889	1427	1712	1379	731
CDIFF6300_021950	629	1325	2198	1507	1029	814
CDIFF6300_021960	766	1668	2674	1939	1457	1029
CDIFF6300_021970	65	109	249	345	304	209
CDIFF6300_021980	60	64	235	211	210	119
CDIFF6300_021990	2	10	2	7	4	2
CDIFF6300_022000	0	0	1	1	0	0
CDIFF6300_022010	14	23	56	68	46	12
CDIFF6300_022020	90	145	453	370	258	112
CDIFF6300_022030	326	588	894	659	484	250
CDIFF6300_022040	243	349	620	320	269	192
CDIFF6300_022050	0	0	0	0	0	0
CDIFF6300_022060	59	105	244	322	183	67
CDIFF6300_022070	0	1	7	1	0	2
CDIFF6300_022080	4	10	16	21	22	18
CDIFF6300_022090	0	1	0	1	1	0
CDIFF6300_022100	571	1177	2684	2210	1643	564
CDIFF6300_022110	0	1	5	3	4	3
CDIFF6300_022120	22	11	51	77	61	23
CDIFF6300_022130	0	0	0	0	0	0
CDIFF6300_022140	3	18	24	45	25	13
CDIFF6300_022150	78	148	419	595	431	369
CDIFF6300_022160	20	70	89	230	179	109
CDIFF6300_022170	34	86	188	121	91	33
CDIFF6300_022180	22	41	77	64	62	35
CDIFF6300_022190	10	29	53	33	31	14
CDIFF6300_022200	36	97	118	123	67	57
CDIFF6300_022210	7	36	43	80	40	29
CDIFF6300_022220	1115	1606	2994	1939	1561	764
CDIFF6300_022230	118	140	265	168	171	122
CDIFF6300_022240	1683	2371	4428	1733	1443	895
CDIFF6300_022250	6333	8063	15833	4336	4647	3719
CDIFF6300_022260	12	7	11	12	10	2
CDIFF6300_022270	0	1	1	1	1	0
CDIFF6300_022280	10	12	8	14	24	5
CDIFF6300_022290	2	1	3	5	6	1
CDIFF6300_022300	6	15	16	14	11	18
CDIFF6300_022310	2103	3799	7397	4074	3217	2372
CDIFF6300_022320	0	0	3	8	1	4
CDIFF6300_022330	2	2	6	10	9	12
CDIFF6300_022340	0	2	4	12	5	10
CDIFF6300_022350	1	3	6	2	1	1
CDIFF6300_022360	0	0	0	0	1	0
CDIFF6300_022370	1	3	0	3	0	1
CDIFF6300_022380	0	0	0	0	0	0
CDIFF6300_022390	0	0	0	0	0	0
CDIFF6300_022400	0	0	2	1	0	0
CDIFF6300_022410	0	0	0	0	1	0
CDIFF6300_022420	0	2	1	3	1	2
CDIFF6300_022430	0	1	1	2	0	5
CDIFF6300_022440	0	0	0	0	0	0
CDIFF6300_022450	0	0	1	0	0	1
CDIFF6300_022460	11	40	78	135	81	49
CDIFF6300_022470	13	26	43	61	37	19
CDIFF6300_022480	0	0	0	0	0	0
CDIFF6300_022490	459	696	1391	730	495	389
CDIFF6300_022500	1	0	4	2	3	0
CDIFF6300_022510	0	1	4	2	4	0
CDIFF6300_022520	0	0	0	0	2	0
CDIFF6300_022530	11	24	75	121	115	101
CDIFF6300_022540	3	6	25	27	22	11
CDIFF6300_022550	1	3	4	2	0	1
CDIFF6300_022560	31	53	117	47	42	18
CDIFF6300_022570	4469	7535	12908	6561	4498	4330
CDIFF6300_022580	17	44	51	57	27	38
CDIFF6300_022590	40	25	38	47	42	35
CDIFF6300_022600	6	9	22	35	38	25
CDIFF6300_022610	30	68	152	153	120	87
CDIFF6300_022620	10	171	178	102	14	8
CDIFF6300_022630	1	6	6	41	48	39
CDIFF6300_022640	1967	3795	6650	3550	2395	2177
CDIFF6300_022650	678	1519	2240	1768	1153	1136
CDIFF6300_022660	1333	2801	4680	3207	2551	1418
CDIFF6300_022670	18	47	57	44	15	14
CDIFF6300_022680	4	3	9	13	9	6
CDIFF6300_022690	1	0	0	1	1	1
CDIFF6300_022700	1	2	3	1	7	2
CDIFF6300_022710	0	5	4	6	1	3
CDIFF6300_022720	0	2	5	5	2	0
CDIFF6300_022730	5	7	4	14	4	3
CDIFF6300_022740	2	0	7	4	4	4
CDIFF6300_022750	1	6	4	1	2	3
CDIFF6300_022760	0	0	0	1	0	0
CDIFF6300_022770	12	23	48	56	43	13
CDIFF6300_022780	8	16	43	58	57	33
CDIFF6300_022790	8	51	55	84	67	39
CDIFF6300_022800	8	15	25	30	15	5
CDIFF6300_022810	0	0	0	0	0	0
CDIFF6300_022820	0	0	0	0	0	0
CDIFF6300_022830	9	35	51	51	23	5
CDIFF6300_022840	38	63	112	73	97	61
CDIFF6300_022850	1	3	4	15	11	6
CDIFF6300_022860	88	125	376	608	472	322
CDIFF6300_022870	1	2	4	3	4	1
CDIFF6300_022880	6023	10567	17655	12595	10461	9232
CDIFF6300_022890	59	126	178	122	86	55
CDIFF6300_022900	38	65	139	86	61	28
CDIFF6300_022910	3	2	3	11	8	0
CDIFF6300_022920	82	193	366	296	273	127
CDIFF6300_022930	452	1252	1833	1329	955	595
CDIFF6300_022940	216	368	595	406	281	191
CDIFF6300_022950	46	37	63	48	84	54
CDIFF6300_022960	3	4	5	1	5	3
CDIFF6300_022970	1947	3285	6137	3718	2886	1374
CDIFF6300_022980	70	146	263	258	151	77
CDIFF6300_022990	51	72	108	136	108	63
CDIFF6300_023000	3053	5846	9184	6683	4852	2914
CDIFF6300_023010	1623	3385	5459	3367	2567	1881
CDIFF6300_023020	1439	2364	4241	2820	2435	1746
CDIFF6300_023030	36	61	119	217	148	79
CDIFF6300_023040	58	59	76	82	72	80
CDIFF6300_023050	96	133	375	497	266	128
CDIFF6300_023060	30	76	156	200	168	63
CDIFF6300_023070	51	94	209	303	204	138
CDIFF6300_023080	29	66	170	298	262	151
CDIFF6300_023090	3120	5046	8613	5354	3909	1838
CDIFF6300_023100	236	527	1254	1281	884	398
CDIFF6300_023110	4	7	36	41	36	14
CDIFF6300_023120	19	50	101	131	104	55
CDIFF6300_023130	136	308	514	500	405	229
CDIFF6300_023140	265	380	694	494	436	291
CDIFF6300_023150	3	7	12	6	4	7
CDIFF6300_023160	3	3	11	15	11	6
CDIFF6300_023170	0	1	2	4	3	2
CDIFF6300_023180	17	25	55	80	70	33
CDIFF6300_023190	22	47	86	78	48	39
CDIFF6300_023200	18	21	31	37	38	24
CDIFF6300_023210	42	90	134	68	55	49
CDIFF6300_023220	3	4	9	9	7	1
CDIFF6300_023230	8	6	15	9	9	7
CDIFF6300_023240	19	35	48	42	22	22
CDIFF6300_023250	15	24	29	24	23	16
CDIFF6300_023260	90	158	300	157	112	66
CDIFF6300_023270	23	44	61	54	28	15
CDIFF6300_023280	83	136	224	135	90	65
CDIFF6300_023290	123	220	337	253	151	127
CDIFF6300_023300	13	16	36	25	22	10
CDIFF6300_023310	42	76	127	82	57	41
CDIFF6300_023320	13	16	46	18	17	11
CDIFF6300_023330	1	4	8	4	5	6
CDIFF6300_023340	295	489	959	987	714	505
CDIFF6300_023350	2	9	14	51	26	16
CDIFF6300_023360	5	13	51	77	45	31
CDIFF6300_023370	0	0	6	7	3	2
CDIFF6300_023380	1	1	4	8	6	2
CDIFF6300_023390	0	1	2	11	3	1
CDIFF6300_023400	90	228	384	416	359	222
CDIFF6300_023410	1205	2420	3850	2939	2147	1340
CDIFF6300_023420	43	92	141	177	133	52
CDIFF6300_023430	17	34	89	95	95	30
CDIFF6300_023440	96	340	668	882	634	252
CDIFF6300_023450	1	2	0	6	5	3
CDIFF6300_023460	21	43	85	96	62	17
CDIFF6300_023470	30	71	91	73	67	45
CDIFF6300_023480	7	18	32	44	30	12
CDIFF6300_023490	122	227	331	216	148	48
CDIFF6300_023500	578	1329	2487	2731	2121	720
CDIFF6300_023510	20	60	94	122	111	33
CDIFF6300_023520	7	69	117	109	54	31
CDIFF6300_023530	22	18	62	113	99	41
CDIFF6300_023540	19	41	80	115	69	57
CDIFF6300_023550	91	69	175	54	26	14
CDIFF6300_023560	113	284	478	426	294	123
CDIFF6300_023570	9	18	30	63	62	34
CDIFF6300_023580	1326	2003	3525	2534	2167	1106
CDIFF6300_023590	89	82	177	567	508	278
CDIFF6300_023600	0	0	0	0	0	0
CDIFF6300_023610	888	1794	2886	2700	2124	714
CDIFF6300_023620	559	818	1624	1101	795	413
CDIFF6300_023630	518	1468	2112	1946	1321	1322
CDIFF6300_023640	1120	2128	3869	2920	2158	1831
CDIFF6300_023650	1095	2977	4685	4713	3384	1342
CDIFF6300_023660	7	9	37	11	10	5
CDIFF6300_023670	59	140	260	270	209	46
CDIFF6300_023680	233	402	805	510	363	228
CDIFF6300_023690	108	221	398	370	272	138
CDIFF6300_023700	3	12	29	29	2	9
CDIFF6300_023710	23	35	83	90	64	38
CDIFF6300_023720	0	1	6	5	1	0
CDIFF6300_023730	133	253	464	238	187	80
CDIFF6300_023740	0	0	0	0	0	0
CDIFF6300_023750	3311	7488	12912	13062	9997	5185
CDIFF6300_023760	117	244	353	381	259	139
CDIFF6300_023770	1019	1851	3735	2772	2026	876
CDIFF6300_023780	163	272	508	767	707	314
CDIFF6300_023790	0	1	6	6	3	0
CDIFF6300_023800	9	26	47	70	65	34
CDIFF6300_023810	6	20	43	40	37	16
CDIFF6300_023820	0	0	0	0	0	0
CDIFF6300_023830	82	216	356	543	377	216
CDIFF6300_023840	184	515	802	992	829	520
CDIFF6300_023850	1346	2276	4074	2312	1618	1075
CDIFF6300_023860	7017	12579	20829	12118	9007	5768
CDIFF6300_023870	1546	3195	5050	4144	2905	1675
CDIFF6300_023880	4302	9588	14812	15150	10653	5429
CDIFF6300_023890	4458	9454	17123	18384	14680	5910
CDIFF6300_023900	21	41	89	167	107	55
CDIFF6300_023910	0	2	1	2	5	2
CDIFF6300_023920	0	0	0	1	1	0
CDIFF6300_023930	1	0	2	2	5	3
CDIFF6300_023940	75	130	319	261	186	97
CDIFF6300_023950	26	64	118	111	99	47
CDIFF6300_023960	11	34	49	70	63	27
CDIFF6300_023970	951	2052	3569	3102	2500	1414
CDIFF6300_023980	1	2	1	2	4	0
CDIFF6300_023990	3	3	6	14	7	5
CDIFF6300_024000	47	166	292	324	264	87
CDIFF6300_024010	496	1081	1876	1578	1205	558
CDIFF6300_024020	177	436	793	986	856	577
